Id,Transported
982,1
79,1
5761,1
7787,1
6834,1
1790,1
6807,1
6061,1
2464,1
445,1
8042,1
2751,1
6169,1
1199,1
8579,1
7864,1
68,1
48,1
1053,1
8084,1
8451,1
7514,1
2874,1
5281,1
393,1
5021,1
230,1
41,1
8594,1
5550,1
7380,1
3979,1
4763,1
3296,1
6663,1
6143,1
3869,1
7340,1
6997,1
7313,1
2344,1
61,1
5900,1
6719,1
4918,1
402,1
332,1
7630,1
1009,1
6781,1
7347,1
7336,1
6539,1
6646,1
4593,1
6726,1
4981,1
2760,1
7199,1
3434,1
3593,1
4367,1
7228,1
5057,1
706,1
2880,1
5908,1
8124,1
6946,1
3454,1
696,1
1103,1
8143,1
379,1
7436,1
1615,1
5927,1
8166,1
8128,1
381,1
2057,1
7065,1
5935,1
1176,1
4975,1
5285,1
6218,1
3932,1
6930,1
1880,1
8626,1
6210,1
8682,1
5783,1
858,1
1928,1
7605,1
8580,1
8613,1
1406,1
5339,1
4253,1
2246,1
5709,1
6830,1
7185,1
5278,1
7951,1
3799,1
2894,1
5356,1
4994,1
3204,1
1426,1
4745,1
5813,1
214,1
6679,1
5478,1
862,1
7745,1
4554,1
5770,1
7932,1
181,1
4231,1
6003,1
3145,1
1322,1
2478,1
1402,1
5990,1
8147,1
6883,1
8359,1
544,1
6478,1
6351,1
7248,1
2094,1
8054,1
8409,1
5945,1
3128,1
3662,1
6613,1
7197,1
7220,1
8467,1
8573,1
1349,1
5632,1
2885,1
6591,1
6867,1
8075,1
8011,1
5046,1
7231,1
4129,1
7925,1
8294,1
1281,1
2036,1
2574,1
7138,1
3605,1
2111,1
7413,1
7707,1
5670,1
7303,1
3207,1
6134,1
1606,1
4113,1
7519,1
7874,1
4829,1
6765,1
576,1
1793,1
1166,1
5787,1
415,1
7268,1
7755,1
7306,1
759,1
3123,1
1201,1
3646,1
1429,1
6839,1
8660,1
7729,1
6608,1
328,1
6201,1
4515,1
2650,1
6280,1
2794,1
4953,1
1111,1
5562,1
1509,1
6231,1
8603,1
3570,1
1832,1
7094,1
3886,1
4678,1
3680,1
5062,1
970,1
4048,1
3282,1
8275,1
5072,1
2865,1
6091,1
1282,1
6554,1
7314,1
8360,1
4535,1
1699,1
7649,1
1430,1
3044,1
4698,1
4104,1
6470,1
1616,1
1957,1
740,1
5206,1
7331,1
2582,1
3464,1
5774,1
8659,1
4753,1
4714,1
8102,1
7716,1
6545,1
8412,1
435,1
1334,1
3651,1
308,1
4058,1
87,1
2523,1
7466,1
1020,1
6764,1
6306,1
3257,1
6337,1
1631,1
6810,1
6832,1
8595,1
257,1
4190,1
288,1
2572,1
4313,1
5102,1
2918,1
5296,1
4602,1
4404,1
6961,1
737,1
1794,1
5697,1
7461,1
543,1
3377,1
6535,1
8025,1
5483,1
7838,1
3785,1
2484,1
2984,1
8600,1
6394,1
800,1
6014,1
56,1
69,1
5786,1
711,1
8037,1
265,1
4012,1
1369,1
7477,1
1472,1
6932,1
3209,1
5722,1
4776,1
4863,1
6631,1
1670,1
4942,1
7181,1
5395,1
1919,1
6702,1
6397,1
7597,1
7965,1
4932,1
8374,1
8484,1
751,1
2893,1
3265,1
2201,1
476,1
2029,1
5944,1
3024,1
211,1
468,1
4764,1
2301,1
8348,1
6749,1
1025,1
2842,1
7889,1
1922,1
6567,1
6607,1
3624,1
4534,1
773,1
5294,1
3269,1
6246,1
5509,1
641,1
7636,1
196,1
5652,1
1918,1
6325,1
6698,1
1108,1
4769,1
5196,1
7841,1
5220,1
5909,1
2586,1
3370,1
957,1
6114,1
4983,1
3820,1
4180,1
5876,1
1261,1
118,1
6127,1
4077,1
7288,1
4722,1
5650,1
3884,1
1897,1
5858,1
6969,1
7030,1
1172,1
7399,1
8242,1
1578,1
6076,1
3753,1
1575,1
1656,1
2835,1
6846,1
6551,1
4516,1
5867,1
4880,1
3256,1
3092,1
8184,1
7666,1
6687,1
5820,1
815,1
4647,1
618,1
5213,1
5351,1
4901,1
1042,1
8596,1
1536,1
1074,1
8127,1
2439,1
2829,1
179,1
7886,1
5091,1
8517,1
4939,1
5669,1
2498,1
6057,1
6274,1
6916,1
3668,1
7644,1
1345,1
3375,1
5692,1
7831,1
5418,1
6524,1
5364,1
1662,1
6000,1
6429,1
1277,1
1623,1
2142,1
4888,1
4574,1
3734,1
1480,1
745,1
8634,1
6620,1
7704,1
6462,1
747,1
1817,1
5769,1
5035,1
6157,1
7078,1
1163,1
4949,1
8379,1
6171,1
4412,1
4988,1
7761,1
5874,1
6063,1
300,1
1144,1
6234,1
4902,1
2145,1
3847,1
2887,1
1561,1
7154,1
6575,1
3349,1
2876,1
3968,1
2316,1
1157,1
4290,1
486,1
1180,1
5532,1
2225,1
6243,1
5129,1
2465,1
7049,1
5417,1
3946,1
6204,1
4907,1
5910,1
3279,1
1558,1
5821,1
8430,1
5698,1
6092,1
7694,1
665,1
6357,1
4690,1
642,1
2860,1
176,1
7130,1
7862,1
786,1
8145,1
449,1
5702,1
3460,1
337,1
3784,1
91,1
5627,1
4507,1
7565,1
7897,1
4927,1
530,1
4522,1
996,1
3994,1
2441,1
2252,1
4870,1
5973,1
106,1
8688,1
5092,1
1427,1
1018,1
3617,1
131,1
5885,1
4999,1
3244,1
2458,1
2945,1
2471,1
1915,1
4352,1
4112,1
3131,1
7607,1
2227,1
8343,1
1777,1
4474,1
6296,1
694,1
5552,1
4296,1
5272,1
167,1
1981,1
367,1
2770,1
6725,1
4383,1
2676,1
835,1
6985,1
4350,1
6110,1
2260,1
4341,1
3771,1
1888,1
5300,1
5130,1
6006,1
5830,1
5828,1
6483,1
8202,1
7885,1
6592,1
4304,1
3567,1
2495,1
4303,1
100,1
5165,1
2223,1
5928,1
4407,1
8482,1
6062,1
1535,1
6498,1
6119,1
2215,1
6710,1
2087,1
1222,1
3842,1
1315,1
7854,1
1962,1
1465,1
3424,1
2802,1
5283,1
8144,1
4595,1
4169,1
1550,1
4372,1
6651,1
6416,1
7853,1
8163,1
1650,1
73,1
1728,1
2628,1
7945,1
3478,1
6601,1
3248,1
4302,1
2453,1
1701,1
4827,1
1126,1
6382,1
1203,1
3819,1
5313,1
5972,1
4591,1
8063,1
2164,1
286,1
31,1
2955,1
4512,1
4013,1
7812,1
3002,1
168,1
1839,1
2008,1
8274,1
5277,1
2006,1
7664,1
4322,1
4270,1
8113,1
805,1
4139,1
2144,1
1926,1
6179,1
1153,1
1952,1
4649,1
1242,1
5700,1
4196,1
620,1
547,1
5171,1
1737,1
7846,1
26,1
7661,1
8086,1
8462,1
7175,1
3187,1
1302,1
5934,1
6093,1
